Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
SSD,2006-01-01,2008-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2008,million No,,O,
SSD,2007-01-01,2009-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2009,million No,,O,
SSD,2008-01-01,2010-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2010,million No,,O,
SSD,2009-01-01,2011-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2011,million No,,O,
SSD,2010-01-01,2012-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2012,million No,,O,
SSD,2011-01-01,2013-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2013,million No,,O,
SSD,2012-01-01,2014-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2014,million No,,O,
SSD,2013-01-01,2015-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2015,million No,,O,
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20162018,2018,million No,,O,
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20172019,2019,million No,,O,
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20192021,2021,million No,2.2,E,
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20202022,2022,million No,2.3,E,
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,65.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,63.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,63,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,62.3,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,63.2,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,64.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,62.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,61.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,60.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,61.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,66.8,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,65.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,64.4,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,63.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,64.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,65.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,63.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,63,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,62.3,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,63.2,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,64.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,62.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,61.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,60.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,61.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,66.8,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,65.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,64.4,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,63.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,64.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,65.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,63.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,63,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,62.3,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,63.2,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,64.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,62.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,61.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,60.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,61.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,66.8,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,65.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,64.4,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,63.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,64.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,85.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,84.9,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,85.7,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,86.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,87.3,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,83.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,83.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,84.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,85.2,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,86,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,86.3,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,86.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,86.9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,87.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,88.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,85.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,84.9,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,85.7,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,86.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,87.3,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,83.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,83.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,84.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,85.2,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,86,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,86.3,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,86.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,86.9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,87.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,88.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,85.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,84.9,A,Official estimate
